	text	label
2359	dogs are cute great compantions and can be taught to obey and protect a better option than a gun	0
2360	ooga booga give me rights	0
2361	i only wear silk panties cotton ones remind me of slavery	0
2362	when youre trying to take family portraits but white trash is life that little girl on the right could teach you everything you need to know about life	1
2363	it didnt happen because of the actions of one man it happened because of people who were just doing their jobs	0
2364	shame on you fork tongued devils	0
2365	after i say whatever all the shit you say after that is irrelevant	0
2366	a muslim in congress wants to get rid of homeland security let that sink in	1
2367	when your goats have sex before marriage	0
2368	india vs bangladesh how bangladeshis see how indians see	0
2369	family are gathered in the kitchen the mum is watching her son interact with his sister	0
2370	like if you had one of these only the kids will remember	1
2371	when your girlfriend buys a dishwasher this is getting out of hand now there are two of them	1
2372	oh look someones returning a broken sandwich maker to walmart	1
2373	there is no such thing as an appropriate joke thats why its a joke	0
2374	yes im trying to divide the country im dividing the illegals from the actual citizens	0
2375	when you introduce someone to a new meme you like that	0
2376	absolutely haram absolutely halal	1
2377	socialism because you dont need toilet paper when there is no food	0
2378	this just in sources are saying that you can go fuck yourself coming up why you can eat shit and die	0
2379	bitches be like no weave no makeup no lashes no eyebrows no filter all natural	0
2380	indians evolution after 	1
2381	drinking wine is bad drinking camel piss is good	1
2382	i am not racist and my best friends arent either	0
2383	but im israeli god promised me the car	0
2384	cooooooooooooon	0
2385	if it has tires or tits youre gonna have problems with it	1
2386	i hit a deer last night with my truck	0
2387	wait mohammad come back i didnt mean to laugh really size dosent matter to me lol	0
2388	sometimes a moment on the couch is all a woman needs	0
2389	the results of putting a starbucks next to an outdoor basketball court	0
2390	guns dont kill people clintons kill people	0
2391	 on the stock bottom no your ls cant do that wait im ls swapped	0
2392	when you and ya classmate are hiding from the school shooter but you wanna die so you sneeze to get his attention hehehehehe my bad guys	0
2393	when the special ed kid drops his penny	1
2394	sea monkeys	0
2395	you see little black children i see hundreds of thousands in welfare and future incarcerations	1
2396	when you play with your friends with your favorite toys	0
2397	its a boy congratulations harry meghan	1
2398	back off fing white male we are on a sex strike	1
2399	 native american your president	0
2400	400 years of slavery rape and murder but now she loves him and hates her own men	1
2401	when you see a commercial about starving kids in africa i missed the part where thats my problem	0
2402	mohammad says that camel urine is medicine do you really believe that crap	0
2403	i realized i might have a road rage problem when my son started yelling pick a lane asshole in the grocery store	0
2404	made rice krispies way before kelloggs	0
2405	these were the faulty wires that caused the fire at notre dame cathedral	0
2406	the look you give your mans when hes cute but kinda dumb	0
2407	why u add me troii no trolls allowed you the feds	0
2408	meanwhile at the isis strip club	0
2409	influence the election you mean like encouraging illegal immigants to vote	0
2410	sea monkeys	1
2411	forcing children into religion is child abuse religion has to be taught its not natural	0
2412	indian accent finally finding the right tutorial you need	0
2413	after group sex mohammed is very tired	1
2414	i threw my new muslim neighbors a housewarming party the police called it arsonwhatever	1
2415	how can i accept trans people if they cant even accept themselves	1
2416	radical muslim follow my allah or i kill you moderate muslim follow my allah or he kill you	1
2417	when did you have lunch	0
2418	whats worse than raping a def girl breaking her fingers after so she cant tell anyone	1
2419	im going to give you 30 seconds to delete this before i make the holocaust look like a fucking joke	1
2420	when your dishwasher asks you to take out the trash i think it has a mind of its own	1
2421	if this gets likes ill post to islam how we see muslims how muslims see us	1
2422	prize the real not the imitation tranny men as women women as women are fools gold are real gold	1
2423	when you smell cake	0
2424	the only perferred pronouns a tranny needs is it or thing	1
2425	korean war soldiers come home msnbc no live coverage cnn 58 seconds nbc no coverage abc 24 seconds cbc no coverage share if they should be ashamed	0
2426	this would be racist if black people could read	1
2427	during a speed chase which song are you blasting in your car	0
2428	trump derangement syndrome is real we can help our skilled operators are standing by to take your phonecalls let us help you get over it	0
2429	it is easier to pick fights with black women than to challenge white men	1
2430	2011 rs with a rebuilt tranny	0
2431	knowing white people hes probably the father	0
2432	jamal is holding a gun	0
2433	how my friends play strategy games how i play strategy games do really look like a guy with plan	0
2434	its not a hijab its a diaper for peoples with shit for brains	1
2435	a cop took away george floyds ability to breathe	0
2436	stop making fun of our peaceful religion i will pray for you	0
2437	theres just certain shit you dont do in life out of respect	0
2438	hello everyone this is m and welcome to jackass umbra edition	0
2439	at first i didn t want to wear a hijab but my husband convinced me otherwise	1
2440	follow your dreams no matter what people say	0
2441	breaking news al franken fondles former first lady	1
2442	armed patrols on the streets	0
2443	your order comes to 3750 and your white privilege discount brings the total to 3750	1
2444	apparently you can get a pull start on your dishwasher who knew	1
2445	if your man dresses like this there no doubt hes gay	0
2446	cop this dog tells me youre on drugs citizen im on drugs you your re the one talking to a dog	0
2447	such a beautiful day for playing and praying	0
2448	you know why muslims hates pigs because they fuck donkeys	1
2449	ready for prom	0
2450	trump supporters be like mexicans stole my teeth	0
2451	let me be clear if i had a son he would look like harambe	1
