	text	category
1328	not my president not my residents	0
1329	the media calls them refugees but this is what you will get	0
1330	we are returning our broken coffee maker	0
1331	finally got to do anal! and yes she's a squirter!	0
1332	this is why we shoot you guys	0
1333	men are such pigs, i hate them all why can't i ever get a date, i'm so lonely	0
1334	the original people of americas then social status classifications negro & indian now same phenotype, different social status classifications	0
1335	"when you use ""n"" word when you word for use ""n"" filipinos"	0
1336	stop it! i'm trying to work with dishwasher	0
1337	did my post offend you? tell me which one so i can post ten more just like it you sensitive little bitch	0
1338	hello mengele i think one of your experiments has escaped	1
1339	finally gets naked with girl in shower holocaust	1
1340	when she likes 3 of your memes in a row guess i'll hit it raw	0
1341	when you're fucking but wanna make sure he's not stealing anything	0
1342	if you dress like this on laundry day... you'll have an extra 'load' to deal with!	0
1343	wait, mohammad come back!! i didnt meah to laugh, really size doesn't matter to me lol	0
1344	we have 3 apples. we give away 2 apples now calculate the radius on the bomb blast	1
1345	when you've finished with your life of crime	0
1346	chocolate good job it dosen't make all children smile	0
1347	straight men's physiological stress response to see two men kissing is the same as seeing maggots	1
1348	this is bill bill supplies his guests with beverages bill makes sure they have a place to sleep bill is a gracious host be like bill	0
1349	the enemy within linda sarsour ocasio-cortez rashida tlaib ilhan omar	0
1350	brett kavanaugh grabbed my penis	1
1351	"all i'm saying is, oyedepo can't be ""dangerously wealthy""... ...if he didn't have a pack of ""dangerously stupid"" followers"	0
1352	happy birthday i made you a drink	0
1353	if adam & eve were native american try this apple, it's tasty..	1
1354	this type of mission needs to stop	0
1355	yes i'm trying to divide the country i'm dividing the illegals from the actual citizens	0
1356	when you've already explained why your mad 3 times & he still don't get it let's just fight	0
1357	when he brings home his first girlfriend	0
1358	micro implant allows terrorist to speak to god. it comes in various sizes generally from .223 to .50 caliber	0
1359	how muslims see us	1
1360	get the hell out	0
1361	when everyone thinks you're the bomb	0
1362	if you got your phone wet try leaving it in dry rice overnight it will attract asians who will fix your electronics for you	1
1363	white kids be like i'm killing everybody, watch	1
1364	what are you spooks up to	1
1365	what's the difference between jews and a loaf of bread? a loaf of bread doesn't burn in an oven	1
1366	monday at skul after watching sarafina	0
1367	july first we will open the military to transgender people isn't that why we have the coast guard?	1
1368	i googled my symptoms and it turned out i just needed a beer	0
1369	"what a long day. i can't wait to get in the pool with my online friends on habbo hotel on this date, july 12, 2006 what the fuck do you mean, ""pool's closed""? i fucking hate niggers"	1
1370	black lab yellow lab chocolate lab meth lab	0
1371	ilhan omar participates in a house education and labor committee markup	0
1372	it can't be homicide if there is no race	0
1373	30 seconds into chloroform and chill and she gives you this look	0
1374	if you're constatntly referring to your skin color or other people's skin color... maybe you're the racist	0
1375	remember when you needed to bang your tv to get it working? i tired that with my dishwasher and now she's pregnant	1
1376	hiroshima hiroshima nagasaki everybody needs a friend	0
1377	transgender satan is not amused	0
1378	overly attached muslim girlfriend i killed your other 4 wives so you have more time to beat me	1
1379	firefighter saves baby	0
1380	overdose	0
1381	it is disgusting to laugh at gender dysphoria	0
1382	when your gf is fucking a black guy, so you break a tail light on his car so the police will stop him & shoot him. modern problems require modern solultions	1
1383	i am never drinking with you fuckers ever again!	0
1384	white people: all asians look the same also white people:	1
1385	it's a wiener pit kinda like your mouth	0
1386	that moment in history when bill clinton decided to rip those poor mexican kids from their momma's arms	0
1387	put an end to domestic abuse!	0
1388	how it feels after getting a paper cut	0
1389	females jump from dick to dick like parkwhore	1
1390	"remind your father while he's carving the turkey that your sister prefers 'dark"" meat as you glance over at her bastard mixed race chilren"	1
1391	look! i can nearly fit as many balls in my mouth as your girlfriend!!	0
1392	"""a blow job a day will keep his side chicks away"" -sasha grey"	0
1393	during a speed chase which song are you blasting in your car ?	0
1394	when you wake up a minute before you alarm goes off	0
1395	lisa page admits obama's doj ordered fbi not to charge hillary clinton in email scandal... hi i'm barrack obama and my ass is grass	0
1396	no matter what anyone tells you racism is ok	1
1397	me cis girls	0
1398	everyone deserves a chance	0
1399	i said glass of juice not gas the jews	1
1400	i'm sure glad i dodged that bullet fuck white women asians are cute and tight asf i should know i watch anime and hentai	1
1401	what do they want? to kill more	0
1402	when your dishwasher is broken so you take it back to walmart to get a new one	0
1403	welcome to new york home of the 3 biggest assholes	0
1404	puts sock on doorknob sleeps with a blow-up doll	0
1405	racist grandmoth always treat the jewish kids well, or they will put the shini curse on you	1
1406	i hate when i see a black out in my neighborhood but i still offer my neighbors a candle	1
1407	for just ten cents a day you can have delicious hand jerky	0
1408	when your teams down by 2 points and there's 43 seconds on the clock	0
1409	i pretend to like people every day it's called being an adult and that's why we're allowed to buy alcohol	0
1410	proud protector of the american flag and everything it stands for	0
1411	suicide hotline, how may i help you today sir? i'm feeling suicidal great can you fly a plane?	1
1412	it's super rare to find a kitchen that has four ovens and three dishwashers	0
1413	this is not right	0
1414	hahahaha! fuck your feelings	0
1415	what are you doing ? nothing babe just women stuff you crashed the car again?	1
1416	becomes a woman immediately kills a person driving	1
1417	jolo jew only live once	1
1418	when you get hit in the groin by a football and your cup doesn't protect your willie	0
1419	should the government... no	0
1420	every place has their meet up spot after school	0
1421	man rejoices over harvest	0
1422	bitches out there sucking unemployed dick swallowing insufficient funds	0
1423	"""where did you learn to make kool-aid like that britney?"""	1
1424	aging challenge	0
1425	oh shit!! now were in trouble!!	0
1426	when your girl is giving you a handjob under the table	1
1427	49 people were killed at christchurch mosques 49 people were killed at christchurch	0
1428	"""i don't see anything wrong with him, other than he stole a wheelchair."""	0
1429	mom this popsicle taste like shrimp	0
1430	good things small packages	0
1431	check out these sweet new scrubs	0
1432	only josh can prevent wildfires dammit josh you had one job	0
1433	advice for michael avenatti don't drop the soap	0
1434	japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo	1
1435	when you've finished with your life of crime	0
1436	the demonstration of beauty and demonstration of ugly	0
1437	when you finger an arab girl	1
1438	sea monkeys	0
