text	category
open carry when you're too much of a coward to enlist, yet you want to intimidate.people by playing army	0
white trash an individual who may or may not be poor but is monumentally ignorant and stupid	1
dear lord, thank you for making sure noah put turkey, white tail deer, elk and everything else we hunt on the ark! amen	0
african girl suffering from a face deformity	0
when your fifth wife comes home from the mosque showing a lot of ankle so you take her to the bedroom but her pussy smells like the neighbors goat	1
obama voters	1
you need to be on top of news	0
obama sucks. liberals are dumb. conservitives are great. jesus is lord. pro life. get rid of illegals. build a wall. bomb isis. obamacare is the devils work	1
these were the faulty wires that caused the fire at notre dame cathedral	1
a tragedy	0
"when blacks started wearing their pants low, white people called it ""saggin."" spell saggin backwards... those sneaky white people"	1
two girls sitting in a cart east london 1970	0
life hack: your dishwasher can also wash your car	0
how police officers take out their trash	0
this is my step ladder i never knew my real ladder	0
"""what's the difference between the 2? the first one can't sing when you put chains on it"""	0
hey i just met you and this is crazy, but here's my number i'll gas your baby	1
esther, you so ugly, i'm gonna take yo face and stamp out sum gorilla cookies	1
a little hood. a little hippie.	0
how do chinese people name their babies? they throw them down the stairs and see what noise they make	1
i wonder is he's thinking about me siri, find me interracial tranny amputee midget fisting porn.	1
when you know how to say n****r in five different languages i'm kinda a gamer	1
wanted : '' fled from the kitchen ''	1
under section 44 of the australian constitution any person having allegiance to a foreign power is not entitled to a seat in our government. the un is foreign power	0
when your days are numbered but you can't count	1
damn son where'd you find this its ok baby im vice lord you do know know im a tranny right	1
woman painted herself for art project	0
woman takes adorable pregnancy announcment photos in a pasture with her horses	0
"this 49er left the nfl to fight for his country please ""like"" and ""share"" to support glen coffee!"	0
the only time you'll see a muslim hugging a pig	1
all people should be protected by those in blue	0
i only wear silk panties cotton ones remind me of slavery	0
democrats, the test results are back and donald trump is your daddy	0
polished aluminum f150 proof that you really can polish a turd	0
women ask for equal rights, and this is why	0
that's one way to get suspended from school	0
when it is namaz time but you see a goat in the middle of the way..	1
who's down for a 3.5 way	0
if being a racist means i don't want my country turned into a pile of rocks & and goatshit ruled by a barbaric cult then i'm a racist	0
how black people fight here how black people fight there	0
i'm not saying you are a slut but you are easier than poland	0
me: puts bag of popcorn into the microwave everyone at the senior center :	1
"when you're fuhrking her from the back and she says ""i'll pay the gas bill daddy."""	1
you are the funny one maybe i'll kill you last	1
in space, reverse cowgirl and doggy style are the same position	0
a talking ape	0
when you catch your teenage goat having sex for the first time	0
i want my 72 virgins to be 66 goats, 5 boys and 1 bi-curious donkey	1
white people is this a shooting range?	0
never had one before. what? a room to yourself? a white bitch	0
you're black. sorry no cure	1
joe: you were a mistake curious george obama: you'll be a bigger one creepy joe	1
we about to get spicy and lit up in here	0
had to get wisdom teeth removed i guess you shouldn't have been such a smart mouth	0
muslims believe that if they get killed by a woman, they go straight to hell well ladies, it's time to lock and load	1
imagine if you will a group of people so disgusting... ...they have to make laws making it illegal to hate them	1
yo mama's so dumb... she lost a rigged election!	0
best holiday gift for animal lovers	0
all animals are our friends!	0
when your dad passes the family school shooting gun down to you	0
he might only be here for part of your life but for him, you are his whole life	0
that's it, back to the kitchen! where's my sammich? women's day is over!	1
life handed me lemons so i fucked them and gave them lemon-aids	0
baboons on their way home	0
i don't have time to be racist when i have my american muscle with four working tires	0
when you're trying to take family portraits but white trash is life, that little girl on the right could teach you everything you need to know about life	1
"lesbians when they spot a hot straight girl... ""call me tina cos i'm gonna turner"""	0
every time a person is offended on social media a vote is cast for trump	0
when you are hanging out with your black friends and they finally give you a cool nickname cracker	1
2015 ford promotion free aaa membership	0
justin trudeau the imam of canada	0
my new wife is like my car 12 years old and stolen from europe	1
i keep asking what lgbtq stands for. so many letters to remember	0
i might not be good at sucking cock but i can put beavers outta work	0
