	Unnamed: 0	text	label
2450	2450	when you dress up for dinner at your muslim girlfriend's  parent's house	1
4495	4495	do you agree with pauline to stop islamic immigration to australia share if you agree	1
6481	6481	will you hurry up and hunt some food we have to feed this starving child	0
8487	8487	3 jews walked into a bar kidding it was a gas chamber	1
3970	3970	"redneck word of the day: ""obama"" i bought a me case of beer and drank it obama self"	0
253	253	when you drink and drive you will get busted	0
6469	6469	the first time i got high was in the backseat of my older brother's car. it must have been some good shit too, because i am an only child	0
1899	1899	now y'alls be quiet while massa making things great again	1
6290	6290	japanese citizen watches as nuke drops on the 9th of august 1945 (colorized)	0
6430	6430	the leader of north korea during a meeting	0
7121	7121	dishwasher for sale missing parts	0
5401	5401	"i saw a fat girl with a guess shirt on, so i approached her and said ""380 lbs?"""	1
1673	1673	he said he a lil' bad ass so i hate this tendies in front of him	1
1135	1135	anne frank hid from the nazis for 2 years	0
2262	2262	your birthday it is old, you have become	0
2435	2435	i hate women so much i'm not even joking bro	1
7505	7505	if this is banned in islamic countries, shouldnt this be banned in western countries?	1
8221	8221	this is nahir born in germany. nahir is german. this is fluffy born in america. fluffy is american	0
6586	6586	i'm really sorry you're not feeling well today... but i'm still gonna need a sandwich	0
4919	4919	how you like me now ?	0
3421	3421	"""when she says ""don't cum in me"" but you know she'll make a great single mother"	1
7137	7137	should we tell them? or just let them figure it out for themselves?	0
8264	8264	when your goat tells you she ain't on the pill	0
6182	6182	vince foster going to tesitfy against her suddenly kills himself	0
7816	7816	help refugees	0
7387	7387	when you're discussing serious libertarian issues and a trump supporter pops in to agree with you	0
5092	5092	mandatory vaccinations with no exemptions i do nazi the problem.....	0
7724	7724	oh look, men	1
4691	4691	i just hear my girlfriend is pregnant	0
639	639	time to kill some motherfuckers!!	0
3103	3103	never forget i was killed in front of my children and my pregnant wife	0
7438	7438	make america great again!!!	0
7346	7346	being conjoined isn't easy	0
1990	1990	ah the young they blow up so quickly	1
3446	3446	when i see my girlfriend at any time of the day doing anything at all you're breathtaking	0
474	474	smoke pours from the wtc on 911	0
3100	3100	warning! please handle large fireworks with care!	0
2105	2105	why doesn't aldi's have their own brand of nuts called aldi's nuts?	0
1154	1154	these aren't people	0
1260	1260	muslims in 2001 defund homeland security! muslim in congress 2019	1
6228	6228	when you find out there's an opening for the role of chewbacca	0
5748	5748	gmc short for give me cock	0
6631	6631	we can kill as many as we want and your stupid government keeps bringing us in	1
1283	1283	you're entitled to nothing want it? earn it	0
4005	4005	where's jaws when you need him	0
7175	7175	''dont cry because it's over smile because it happened'' -dr. seuss	0
4017	4017	when black is your favorite color	1
7064	7064	a head diaper is required when you have shit for brains	0
5887	5887	of duty call new zealand	0
4354	4354	i will not let america turn into another nation of islam !!!!!!	1
8861	361	city workers repair statue cover it up with black sheet	0
5615	5615	why not share! so i thought fuck it, anjem choudary wants this removed because he says it insults islam	1
7487	7487	orange jews 100% concentrated	1
971	971	six years kid: i want to be an architecht, when i grow up cancer: i'm about to end this man's whole career	1
2719	2719	"the face you make when you don't understand what ""stop resisting"" means"	0
951	951	i'm just gon sit here & mind my business	0
5643	5643	halal... is it meat you're looking for?	0
6783	6783	cocaine evilheart so much cocaine i fucking told you!	0
8824	324	94% of them test positive for rh blood type which means they have monkey blood as a result they are born with a tail and other animal traits	1
376	376	watch out i'll put a bomb in your car	0
1277	1277	this is what it's like to turn yourself in	0
932	932	"so you're telling me that black people ""stole"" the n-word from white people? typical"	1
4798	4798	once you go black you deserve it	0
4401	4401	designed for maximum concentration	1
2860	2860	i saw an ad on tv. i called the number on the screen i had to get one, they seem to work so much better than those sticky strips that hang from the ceiling	1
3950	3950	when my autistic son finds out we're having chicken for dinner	1
826	826	don't forget guys may is buy your wife a new gun month	0
5189	5189	digging up something to do is hard guess necrophilia isn't for everyone	0
6104	6104	"musslamic democrat, ilhan omar, has threatened members of congress. she's told several republicans that she'll send them ""shawarma"", to ""give them a taste of her culture"" share to say arrest her now!"	0
6224	6224	if you're sad about being alone on valentine's day, just remember nobody loves you on the other days of the year either	0
2616	2616	we're his kids and he hasn't returned yeah this makes sense	0
6234	6234	i long for the days before politcal correctioness when kids were allowed to play livestock management technicians and indigenous people	0
688	688	when isps are pushing to get rid of net neutrality protection from the law oh fuck put it back in!	0
532	532	lmao laugh my ass off	0
4238	4238	if a muslim beats his wife, is it domestic violence, or child abuse	1
1802	1802	new zealand: dozens dead in mass shooting usa: -first time?	1
9104	604	i don't like veggies so i put it in my shakes instead	0
8554	54	nurse: yes sir, we are having mashed potatoes today alzheimer's patient: i don't remember asking you a god damn thing	1
6245	6245	chris rock gets his own netflix special in february 2018	0
2372	2372	"when the white kid you've been nice to passes you a book under the table and he wrote ""you're cool. run out of the school when i give the signal"""	1
3928	3928	bert looks down in horror, as he hears cookie monster and ernie start to masturbate to the autism documentary they are watching	1
4111	4111	oh look someone's returning a broken sandwich maker to walmart	0
2323	2323	when you pick her up for a date and she got hairbands on her wrist	0
774	774	hurry ladies he's still.. luke warm	0
2049	2049	we were known as hebrew israelites until slavery	0
1184	1184	wax on whacks off	0
1508	1508	"when you get arrested and the cop says ""you have the right to remain silent"" but you're happy because finally you have a right"	0
7199	7199	archeologists stone room	0
1890	1890	when you don't have to see your ex future mother-in-law anymore	0
7859	7859	why is kinder egg black outside and white inside? because if it was black inside, the black would steal the toy	1
7282	7282	gangster gettig shot	0
2332	2332	me sitting at work thinking about what i'm going to eat for lunch	0
7168	7168	you're the goat	0
1688	1688	back off f'ing white male we are on a sex strike	0
1443	1443	trashy nation	0
973	973	all these flavors and you choose to be salty	0
4021	4021	when the special needs girl with big tits is left unattended	1
6218	6218	"""white people be like .. ""hunting is a sport"""	0
8672	172	everyone is afraid of dark	1
556	556	what! no i am not asian	0
4674	4674	"we've reviewed your report of the group ""all jews should be burned alive"" and found that it doesn't violate facebook's terms of service.."	1
7105	7105	loses 25,000 new jobs for her district thinks she deserves a pay raise	0
4250	4250	yesterday i told my wife her soup tasted like crap today it is much better	1
6070	6070	"musslamic democrat, ilhan omar, has threatened members of congress she's told several republicans that she'll send them ""shawarma"", to give them a taste of her culture"" share to say arrest her now!"	0
2194	2194	what kind of punch can take out 20 kids and 6 adults? a sandy hook	1
328	328	i'm going to prison aren't i ?	0
6025	6025	doctor: take this medicine after food african kid:	1
2093	2093	when instincts take over	1
1449	1449	we said we would never forget why are you voting them into our governement?	0
254	254	when people ask me who my favorite golden girl is	0
1947	1947	look at all these shooting targets	0
1126	1126	that is so wrong! should wear a helmet	0
5818	5818	go shorty hit your birth weight	0
5501	5501	oh, you got offended by a post on the internet? you must be new here	0
5179	5179	when the prostitute's a tranny so you cut her dick off improvise. adapt. overcome	1
6879	6879	god will forgive you no matter what you've done sweet	1
82	82	look both ways before you cross the street	0
290	290	when ur too young to know the concept of racism but ur happy cause u got a new pet	0
6075	6075	ever hear something so stupid it gives you forest whitaker eye	1
1493	1493	kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.	1
8770	270	a fast sandwich maker	1
8071	8071	some people did something again.	0
6692	6692	when you're trying to listen to the teacher in your school and the foreign exchange student keeps on crying	0
